elbow_angle_left,elbow_angle_right,shoulder_angle_left,shoulder_angle_right,head_pitch,head_yaw,mouth_open_ratio,wrist_face_distance,shoulder_distance,phone_detected,label,behavior
93.5238,80.8617,17.0467,21.4945,2.823,-2.673,0.0936,0.7764,0.3291,0,0,Attentive
91.6855,75.9623,12.649,17.2078,-9.8299,-4.7814,0.0673,0.6338,0.3648,0,0,Attentive
86.676,53.3853,25.6705,31.0215,-10,-36.7415,0.0276,0.6857,0.3366,0,1,Distracted
90.5431,105.4763,17.0634,12.8273,34.5876,11.9334,0.0617,0.4738,0.3092,0,2,Looking Down
86.6844,76.0405,19.5408,41.1369,-10,-33.1987,0.0554,0.6567,0.3071,0,1,Distracted
60.9995,73.1389,13.0831,18.4718,15.2069,8.2288,0.0259,0.3161,0.4119,1,4,Using Phone
41.0156,70.1759,8,30.8577,17.559,-7.2563,0.0256,0.1858,0.3876,1,4,Using Phone
72.7609,102.3536,10.7072,12.6276,11.702,-9.0228,0.1764,0.5585,0.4147,0,3,Talking
75.0728,72.2775,5,23.4278,16.4309,15,0.0366,0.6329,0.4026,0,1,Distracted
97.1113,79.5863,22.9925,22.1159,30.5096,-1.7346,0.0312,0.4402,0.3288,0,2,Looking Down
57.0141,55.8557,27.8163,27.4733,16.5276,10.0407,0.0958,0.1616,0.2619,1,4,Using Phone
64.6724,58.1993,23.3673,26.8303,1.865,15,0.0189,0.5627,0.3722,0,1,Distracted
59.8595,53.4331,23.1392,26.9641,18.2774,5.6822,0.0543,0.1899,0.3524,1,4,Using Phone
95.4788,107.6455,13.7903,7.0965,2.6004,-8,0.2402,0.6562,0.417,0,3,Talking
80.3077,86.7937,13.573,0,11.9544,-2.0175,0.0628,0.7458,0.2951,0,0,Attentive
60.4724,84.8246,24.4864,14.0491,8.3615,15,0.0639,0.4736,0.2503,0,1,Distracted
81.4285,86.5527,15.3682,4.8674,5.7978,-4.2007,0.0859,0.5281,0.3276,0,0,Attentive
86.0051,120.1555,10.7684,27.2115,2.6318,-8,0.249,0.6452,0.3079,0,3,Talking
60.7918,56.5041,21.0348,30.735,10,8.8673,0.1031,0.152,0.3432,1,4,Using Phone
81.3985,85.0042,13.006,2.7807,-8.7771,-3.3032,0.0134,0.6093,0.3441,0,0,Attentive
81.5649,52.2626,27.4838,26.174,24.6397,3.9671,0.0165,0.1914,0.3361,1,4,Using Phone
83.8346,90.3243,14.9699,38.6613,8.4469,-15,0.0549,0.5348,0.2303,0,1,Distracted
85.5974,96.201,2,15.7268,8.1641,-11.3371,0.1698,0.4707,0.4136,0,3,Talking
89.5807,96.1948,14.6232,10.2982,1.1184,4.1893,0.0618,0.7216,0.3754,0,0,Attentive
88.0889,76.5397,15.6176,27.0658,1.899,15,0.054,0.3633,0.3577,0,1,Distracted
82.3495,80.1021,4.5742,5.8729,22.6946,7.4681,0.0095,0.5442,0.3693,0,0,Attentive
60.8022,49.6348,33.3333,10.6298,19.2752,8.2055,0.0479,0.2221,0.3455,1,4,Using Phone
93.0047,79.635,16.9623,8.7498,6.7322,1.5619,0.046,0.7149,0.3817,0,0,Attentive
89.8948,84.7927,26.6092,22.5732,33.1897,-2.9602,0.0316,0.3703,0.3268,0,2,Looking Down
81.3623,61.0334,18.2292,34.893,18.2988,-0.1043,0.0354,0.2002,0.4022,1,4,Using Phone
70.7901,88.2692,4.8531,3.2366,-4.1342,6.6761,0.0311,0.7727,0.3286,0,0,Attentive
72.1615,90.8098,22.5761,16.3622,-7.3007,23.2611,0.0422,0.6113,0.3218,0,1,Distracted
109.9982,115.3935,20.6241,9.5378,27.2392,0.3525,0,0.5111,0.3357,0,2,Looking Down
112.7148,93.3366,28.3041,26.1137,43.8237,-3.7548,0.0014,0.3596,0.3384,0,2,Looking Down
76.9321,76.0823,23.9059,12.8533,5.6998,-27.7965,0.0313,0.5412,0.3515,0,1,Distracted
68.072,53.3875,23.3367,24.2169,12.1404,12.9364,0.0584,0.2467,0.3512,1,4,Using Phone
108.5129,98.3134,14.9501,24.7956,33.0857,-6.4791,0.0826,0.4235,0.3592,0,2,Looking Down
85.0244,88.4955,15.9532,14.7478,-3.9094,-15.3235,0.078,0.5406,0.341,0,0,Attentive
107.1,89.7072,16.9217,24.4459,46.4327,4.8432,0.0542,0.4425,0.2871,0,2,Looking Down
84.4386,63.4053,27.2256,26.2446,13.434,17.7287,0.0668,0.1008,0.3511,1,4,Using Phone
75.7952,77.5843,28.7844,25.8106,27.5754,-9.3502,0.0533,0.1573,0.3865,1,4,Using Phone
100.9924,55.8865,26.3879,25.9022,-0.8739,-23.3016,0.1239,0.6734,0.3404,0,1,Distracted
88.7408,90.0784,2.2207,18.186,7.6364,17.3817,0.3625,0.5654,0.3356,0,3,Talking
113.3013,103.5423,23.1591,13.5479,26.3262,-1.4091,0,0.265,0.306,0,2,Looking Down
80.0092,80.9418,19.6498,13.6641,26.651,-2.5868,0.0546,0.1932,0.3887,1,4,Using Phone
60.3008,60.849,33.3502,11.7832,15.899,21.5746,0.0573,0.2315,0.4253,1,4,Using Phone
127.5135,59.1654,15.1705,12.1406,12.6197,45.2703,0.1268,0.7224,0.3301,0,1,Distracted
115.2958,111.0967,14.6985,20.6941,25.7373,-6.5541,0.0687,0.3042,0.2942,0,2,Looking Down
62.0003,75.9609,15.736,42.3191,32.5388,17.8744,0.0083,0.2323,0.3884,1,4,Using Phone
120.9579,112.3258,26.4669,19.0427,42.1142,-1.744,0.0391,0.4136,0.3581,0,2,Looking Down
92.6458,88.0067,20.7852,9.7851,-2.0377,-12.5914,0.1857,0.6852,0.3028,0,3,Talking
80.5373,81.4853,12.2625,5.7412,-5.5724,25.2531,0.0148,0.5933,0.2863,0,1,Distracted
81.7139,85.7921,18.5388,7.9439,-1.615,22.0854,0.2763,0.5703,0.2967,0,3,Talking
82.6271,86.9306,4.2449,11.9316,3.7732,10.5329,0.0972,0.6127,0.344,0,0,Attentive
81.7801,71.7877,24.6972,19.4307,-7.685,-38.6808,0.0265,0.5941,0.3623,0,1,Distracted
47.1133,67.5787,13.3426,23.7086,22.2782,18.9483,0.0048,0.2745,0.3439,1,4,Using Phone
80.9666,84.3478,11.7384,7.5639,0.9458,0.2049,0.0174,0.5631,0.3772,0,0,Attentive
83.0315,78.254,20.8547,9.1206,5.7392,3.3089,0.0513,0.7856,0.3251,0,0,Attentive
75.0961,58.1937,11.9611,22.2571,-8.8062,-25.2681,0.1277,0.6151,0.3254,0,1,Distracted
64.6333,69.7283,23.4297,36.6568,13.0088,5.0307,0,0.3106,0.3301,1,4,Using Phone
57.3875,61.6847,29.6125,32.5073,31.7638,4.0222,0.0679,0.192,0.3158,1,4,Using Phone
109.9619,104.4741,21.7615,28.2591,45.3881,-7.6243,0.0723,0.3931,0.3248,0,2,Looking Down
91.7359,82.0463,0,8.1259,-1.2313,-9.7877,0.0129,0.6588,0.4031,0,0,Attentive
83.2806,56.7779,5,20.1553,6.0869,-24.3699,0.0542,0.6043,0.3911,0,1,Distracted
66.4368,95.3336,13.1131,26.0359,-7.5043,-15,0.1174,0.5653,0.4127,0,1,Distracted
92.2315,66.0965,4.9513,13.0958,17.345,0.1248,0.0282,0.6354,0.405,0,0,Attentive
89.7284,88.2174,27.4742,12.4178,2.823,29.7075,0.2288,0.711,0.3135,0,3,Talking
60.7586,65.8138,33.2605,19.2884,26.3611,2.2748,0.0443,0.2394,0.3001,1,4,Using Phone
97.2913,105.4678,13.6542,27.3252,39.4913,-7.911,0.0253,0.3574,0.4353,0,2,Looking Down
96.8089,98.7682,30.9089,16.4926,34.8928,0.3005,0.0354,0.584,0.2723,0,2,Looking Down
83.9202,111.4353,6.4213,15.9436,2.89,-17.0607,0.2135,0.6107,0.3849,0,3,Talking
82.4465,72.7408,11.871,12.9755,7.4792,-15,0.0434,0.5005,0.3675,0,1,Distracted
80.6768,109.0383,11.3439,17.2906,41.7315,-11.2737,0,0.4215,0.376,0,2,Looking Down
122.6713,102.8581,13.2738,21.765,27.1833,2.5981,0.0574,0.4967,0.329,0,2,Looking Down
94.8887,93.7305,13.0457,4.5384,3.1015,7.2786,0.0543,0.8355,0.3657,0,0,Attentive
81.8344,104.473,6.1187,10.3244,-0.37,-17.8745,0.2037,0.5007,0.334,0,3,Talking
113.4201,82.9674,21.792,25.8941,34.9509,-5.0339,0.12,0.2978,0.2867,0,2,Looking Down
72.9562,61.5018,22.7434,15.9165,32.0475,14.5965,0.0837,0.2928,0.3234,1,4,Using Phone
90.8589,96.4036,32.607,19.6176,24.1858,-7.0209,0.05,0.2933,0.3201,0,2,Looking Down
82.4803,74.7295,24.0295,32.4246,14.3212,8.2006,0.044,0.1458,0.3232,1,4,Using Phone
75.0996,59.7618,6.8917,9.1978,-4.7383,26.9136,0.0243,0.6514,0.3417,0,1,Distracted
86.4774,74.223,5.1419,16.0021,1.0586,-6.2815,0.0661,0.7449,0.3788,0,0,Attentive
110.4604,106.1142,18.5014,31.1317,28.302,0.2622,0.0406,0.3252,0.3331,0,2,Looking Down
91.7823,98.8688,23.2988,32.6094,18,-4.0616,0,0.4025,0.3409,0,2,Looking Down
78.6351,89.4102,12.5205,20.8672,2.0566,-17.5286,0.2491,0.7886,0.3855,0,3,Talking
90.2579,74.3959,29.1654,36.2008,16.9787,-1.9061,0.056,0.1346,0.4382,1,4,Using Phone
95.9893,83.9004,14.7644,18.0614,12.8895,9.8398,0.0723,0.656,0.2859,0,0,Attentive
88.0361,91.9236,10.9933,15.5536,13.0822,-24.4677,0.1151,0.5328,0.3373,0,1,Distracted
101.326,100.9904,10.379,13.8216,4.4368,8,0.3157,0.619,0.3614,0,3,Talking
51.902,53.7061,22.0423,39.629,15.1873,8.3342,0.0339,0.1868,0.3471,1,4,Using Phone
69.2392,92.1408,3.9441,13.6538,5.0856,-5.7236,0.0378,0.7049,0.3542,0,0,Attentive
55.8912,69.5018,21.7674,30.5068,27.3208,18.8064,0.0122,0.2441,0.3109,1,4,Using Phone
59.3722,73.0191,33.409,18.3667,25.5405,16.9708,0.0179,0.2115,0.352,1,4,Using Phone
62.3857,77.7422,31.7506,22.1893,22.142,4.8118,0.0995,0.2128,0.3031,1,4,Using Phone
77.3688,97.3155,7.9611,12.4308,-10,-21.2114,0.1814,0.7089,0.3656,0,3,Talking
56.7248,95.5455,9.3116,32.0432,12.567,15,0.0147,0.635,0.2978,0,1,Distracted
100.8962,100.27,26.1104,16.8666,18,3.936,0.0061,0.323,0.33,0,2,Looking Down
104.3596,73.4086,27.8672,21.9385,1.897,-40.6729,0.0403,0.4587,0.3142,0,1,Distracted
88.8866,117.2785,17.1087,10.7217,-1.9943,-14.0659,0.3506,0.5881,0.3863,0,3,Talking
87.3376,76.2366,15.0454,9.3645,-1.5431,29.6945,0.0833,0.5984,0.3978,0,1,Distracted
87.0892,88.9638,32.6716,17.596,-9.2154,-13.6576,0.1041,0.5936,0.2705,0,3,Talking
83.6594,73.713,20.4856,18.1322,17.8768,6.4442,0.0246,0.1155,0.3856,1,4,Using Phone
65.928,79.9198,13.517,13.4503,18.1376,21.5042,0.0521,0.2374,0.3511,1,4,Using Phone
100.3637,68.3279,19.1122,21.639,-2.4071,-23.636,0.0543,0.5835,0.3416,0,1,Distracted
91.926,75.3976,8.3275,7.6253,1.08,10.5927,0.0621,0.5491,0.3867,0,0,Attentive
64.981,65.8036,25.2054,26.9967,20.8226,10.1536,0.0045,0.26,0.3472,1,4,Using Phone
91.5387,83.8047,20.16,16.8014,55,5.4121,0.0277,0.3155,0.2548,0,2,Looking Down
82.6644,69.7336,24.8756,33.5453,29.6909,22.6715,0,0.2743,0.3641,1,4,Using Phone
59.2066,52.6853,17.0685,17.9631,25.1586,5.7907,0.0556,0.2969,0.3365,1,4,Using Phone
117.208,89.3603,25.3821,10.5714,41.2345,1.9619,0.0685,0.2628,0.3571,0,2,Looking Down
97.6767,108.935,25.1356,17.8379,31.7417,-6.5972,0.0611,0.3938,0.319,0,2,Looking Down
86.858,87.3446,6.4282,19.3289,7.843,-7.1478,0.0697,0.572,0.3815,0,0,Attentive
82.9112,71.7491,29.0924,27.9235,21.0281,3.12,0.0475,0.2792,0.3223,1,4,Using Phone
53.4214,50.6594,41.4866,20.7678,20.5141,1.0979,0.0785,0.1731,0.3203,1,4,Using Phone
105.6065,45.6743,15.0485,23.7105,-2.3438,45.774,0.0346,0.5959,0.3678,0,1,Distracted
88.957,57.1951,26.4625,17.2871,-2.4848,22.865,0.0235,0.5583,0.3572,0,1,Distracted
103.9237,67.552,8.7721,24.1427,-1.5883,18.781,0.113,0.6827,0.3479,0,1,Distracted
83.3152,105.8073,11.4996,38.8424,5.2791,15,0.1147,0.6126,0.3826,0,1,Distracted
92.3,62.4562,2.0389,20.7298,-0.281,10.0971,0.2963,0.6462,0.3849,0,3,Talking
80.5697,72.1532,35.2861,19.7065,12.8754,12.465,0.0477,0.2526,0.3389,1,4,Using Phone
78.7786,45.4901,17.83,24.3483,6.9953,21.0799,0.065,0.7515,0.3591,0,1,Distracted
93.9553,106.3112,21.9511,10.4562,26.8582,-2.9717,0,0.3215,0.2992,0,2,Looking Down
97.0246,88.246,15.0022,11.099,4.6205,-26.7047,0.1778,0.4973,0.3781,0,3,Talking
94.2573,106.1879,32.975,15.8413,19.3404,5.0513,0.064,0.4005,0.3077,0,2,Looking Down
86.8402,107.3534,10.1053,15.4197,11.5191,20.1641,0.1236,0.6604,0.3035,0,3,Talking
89.4443,90.1561,18.2158,22.2563,28.7772,3.4685,0.0929,0.3594,0.2614,0,2,Looking Down
110.3878,86.4076,5,17.1394,17.5455,-42.3736,0.0975,0.5824,0.3441,0,1,Distracted
61.2249,40.9434,26.1337,32.4777,30.1331,3.0339,0.0124,0.2213,0.3732,1,4,Using Phone
89.0639,76.1731,0,11.9429,19.958,-0.0364,0.0752,0.6565,0.346,0,0,Attentive
77.5035,70.3634,37.5851,37.3618,25.4644,12.5059,0.052,0.08,0.2842,1,4,Using Phone
98.8942,84.2267,24.2785,13.8346,-2.8271,-35.4186,0.1105,0.5609,0.3249,0,3,Talking
81.4537,77.9216,9.1353,18.5585,-3.2314,-9.6814,0.0941,0.6333,0.3232,0,0,Attentive
92.2235,73.8796,19.4036,10.6409,-3.308,-24.3973,0.1848,0.5947,0.2612,0,3,Talking
103.529,101.96,31.6937,27.7713,19.6379,-9.5004,0.0574,0.3949,0.3118,0,2,Looking Down
60.324,79.1051,25.0132,27.8162,22.0572,15.133,0,0.1348,0.3567,1,4,Using Phone
90.5418,74.8454,18.5126,11.0116,14.7911,-4.3982,0.1045,0.712,0.3721,0,0,Attentive
84.8054,99.1116,5.9198,31.5783,8.1363,-8,0.1775,0.6853,0.3971,0,3,Talking
96.8028,91.8613,9.2003,9.9049,-1.0152,-0.1111,0.0413,0.6758,0.3169,0,0,Attentive
104.7578,76.8883,14.1876,11.5633,-2.1488,-15,0.0605,0.4803,0.3267,0,1,Distracted
90.6423,111.9031,5,7.8112,29.8549,2.3463,0.0545,0.3759,0.4312,0,2,Looking Down
93.6682,100.043,18.4427,30.1794,31.7392,6.8392,0.0403,0.4845,0.3459,0,2,Looking Down
68.4863,73.9201,17.5165,23.4992,25.9436,7.3966,0.0893,0.1293,0.3849,1,4,Using Phone
82.7564,73.7593,19.9447,29.6104,9.2152,-22.7095,0.0521,0.651,0.4036,0,1,Distracted
118.3886,105.0464,34.7849,24.3201,38.4973,-2.5881,0.0404,0.4729,0.3945,0,2,Looking Down
68.2206,82.2136,24.9366,31.1364,18.5292,11.5651,0.0259,0.293,0.3067,1,4,Using Phone
77.0403,73.102,10.7174,27.5613,1.9949,-15,0.0777,0.4566,0.2981,0,1,Distracted
110.5515,92.9895,17.7418,21.3033,20.039,-31.2491,0.0469,0.4574,0.3597,0,1,Distracted
80.1144,66.3885,22.2913,30.271,1.7403,35.8955,0.0649,0.5876,0.3294,0,1,Distracted
82.1358,83.8848,13.6983,0.4532,12.9098,0.4361,0.0377,0.6429,0.3485,0,0,Attentive
91.0244,71.9049,18.7695,25.88,11.2187,-23.8754,0.3053,0.6243,0.3751,0,3,Talking
101.4604,51.858,12.938,26.7715,-0.0743,-22.1684,0.0898,0.6422,0.3533,0,1,Distracted
110.9899,95.6419,18.2687,18.9086,23.7735,-3.5474,0.0319,0.529,0.3679,0,2,Looking Down
121.7263,114.5793,20.8462,17.3458,18,2.4843,0.0065,0.3365,0.2824,0,2,Looking Down
83.4292,84.4272,9.8139,13.6381,5.3117,4.3958,0.0476,0.6563,0.2701,0,0,Attentive
88.5371,79.9172,25.6198,15.5128,7.9345,-16.1141,0.0946,0.6151,0.3549,0,1,Distracted
71.615,85.7378,15.8687,29.0019,12.0136,10.7534,0.0722,0.2071,0.362,1,4,Using Phone
81.5953,52.6312,20.6633,39.5033,14.4831,8.1077,0.0135,0.1391,0.4019,1,4,Using Phone
68.6618,106.856,8,35.9529,18.8467,-2.9372,0.0342,0.2366,0.3815,1,4,Using Phone
93.653,74.0939,27.0222,22.6889,-0.9754,-36.882,0.0513,0.6527,0.3161,0,1,Distracted
79.6295,68.5741,7.1941,15.5125,-0.932,-19.5597,0.1868,0.5353,0.3029,0,3,Talking
84.7418,90.1243,10.6154,9.4344,-2.7953,1.3967,0.0273,0.4748,0.3978,0,0,Attentive
76.4589,93.2145,10.2011,4.5775,-2.5724,-11.9928,0.2513,0.7122,0.2911,0,3,Talking
64.8006,81.1705,27.0445,31.8583,10,12.524,0.0696,0.139,0.3745,1,4,Using Phone
88.2734,69.8112,25.1132,13.026,-1.1349,25.8169,0.1012,0.6502,0.3524,0,1,Distracted
94.1694,70.6163,18.4632,26.5094,29.5122,14.968,0.1323,0.1771,0.3501,1,4,Using Phone
81.0084,51.7951,29.8099,39.8953,20.2962,7.9492,0.0683,0.2002,0.4127,1,4,Using Phone
94.9464,105.3752,23.6578,30.8221,39.5858,-2.2843,0.079,0.3429,0.3672,0,2,Looking Down
78.0897,78.5951,14.9588,13.2717,21.9989,24.3343,0.101,0.2538,0.3108,1,4,Using Phone
85.3554,87.3915,24.0946,21.3947,40.0768,15.7693,0.0577,0.3018,0.3521,1,4,Using Phone
98.0004,87.592,27.7456,30.4589,11.9776,-21.219,0.0371,0.6333,0.3867,0,1,Distracted
65.8203,72.3084,19.7351,16.8601,21.0912,1.912,0.0503,0.2413,0.3741,1,4,Using Phone
114.7879,81.6921,15.2242,26.5611,26.2581,-6.3856,0.0706,0.2968,0.3179,0,2,Looking Down
91.2151,81.5289,10.1079,18.8819,23.9397,12.59,0.0053,0.2895,0.373,1,4,Using Phone
80.793,86.422,12.0024,10.6553,4.5353,-7.1718,0.0935,0.7946,0.2827,0,0,Attentive
68.9409,67.5549,14.9336,23.2591,15.5696,14.6879,0.0892,0.1464,0.4085,1,4,Using Phone
69.927,82.9869,2.6026,10.0744,6.8523,-22.0431,0.2231,0.6336,0.2746,0,3,Talking
117.2035,102.2974,25.2974,8.0109,39.5537,10.4088,0,0.3436,0.3498,0,2,Looking Down
86.6671,68.6661,8.7641,6.5901,-1.0097,-1.6866,0.1039,0.7013,0.3272,0,0,Attentive
84.7134,97.5171,0,14.1095,5.5223,-1.794,0.0528,0.491,0.3412,0,0,Attentive
86.9156,76.2425,12.1746,35.9851,13.3205,-16.1227,0.0066,0.5614,0.3617,0,1,Distracted
87.6974,101.3793,31.4186,28.9735,31.8328,-2.5853,0.0481,0.3585,0.3987,0,2,Looking Down
83.9731,85.2204,8.7705,28.0379,6.5954,-30.6765,0.0342,0.4339,0.3652,0,1,Distracted
79.8931,89.3631,5,20.8044,-6.4466,19.2814,0.048,0.5642,0.3124,0,1,Distracted
65.1669,73.0694,30.0006,40.6888,10,16.6076,0.0723,0.2118,0.3715,1,4,Using Phone
80.1935,47.6099,25.2278,32.8323,16.8548,0.1875,0.0444,0.2164,0.3037,1,4,Using Phone
88.8092,70.493,9.9552,24.8813,0.6988,32.8648,0.0172,0.7719,0.2952,0,1,Distracted
56.8946,52.3222,18.2512,23.2195,16.6789,20.3515,0.0554,0.3309,0.3562,1,4,Using Phone
75.0517,69.8086,23.7595,34.5078,16.7653,14.6921,0.0269,0.2268,0.2922,1,4,Using Phone
84.7384,68.4605,9.5544,3.4777,9.018,2.1996,0.0218,0.6089,0.3076,0,0,Attentive
85.1152,97.2141,13.6379,15.2371,0.1589,-16.5468,0.3005,0.6274,0.3554,0,3,Talking
88.9819,81.4745,23.9174,42.576,-10,-32.3048,0.0377,0.5414,0.309,0,1,Distracted
77.2267,73.9631,6.8664,14.312,10.7188,3.0785,0.0718,0.6913,0.3243,0,0,Attentive
81.2397,87.127,7.8164,9.6693,17.5983,-1.4822,0.0392,0.5982,0.3798,0,0,Attentive
101.9677,47.1099,18.3639,26.4667,19.8532,-19.2188,0.073,0.4196,0.2204,0,1,Distracted
99.3511,85.5516,35.2394,19.4776,-2.5282,-27.953,0.0279,0.7482,0.3258,0,1,Distracted
107.9214,88.4197,7.0171,24.8118,-10,25.5632,0.1359,0.5052,0.2983,0,1,Distracted
71.9317,88.0925,21.7306,29.7222,21.1819,-0.3151,0.072,0.1543,0.3409,1,4,Using Phone
89.1103,89.1204,29.2637,12.8545,11.8134,5.724,0.0695,0.6248,0.3804,0,0,Attentive
90.4828,88.0923,23.8566,19.5275,8.2386,24.5788,0.0258,0.729,0.3428,0,1,Distracted
67.2789,78.0714,8,24.775,28.3392,17.9561,0.0291,0.2019,0.3154,1,4,Using Phone
97.3712,56.6517,29.397,34.41,12.0583,-15.8609,0.0478,0.6145,0.3048,0,1,Distracted
110.6269,121.3802,9.0826,19.5802,27.7893,3.47,0.0465,0.3718,0.3124,0,2,Looking Down
92.8562,69.9225,40.6426,36.9051,18.3943,-6.0737,0.0435,0.1813,0.3483,1,4,Using Phone
80.7962,77.9436,22.3663,5,4.9351,-26.8971,0.0489,0.7291,0.3611,0,1,Distracted
110.1915,72.1004,29.7727,21.8251,10.6579,-42.7013,0.0523,0.6218,0.4044,0,1,Distracted
103.419,82.3134,15.1545,2,-4.9086,22.8785,0.2427,0.7603,0.4037,0,3,Talking
95.2448,95.5369,3.3716,25.8487,6.0817,-23.9976,0.1745,0.6698,0.3951,0,3,Talking
98.1043,78.3492,8.4129,30.6736,6.6824,-27.3807,0.0596,0.5482,0.3509,0,1,Distracted
77.3444,100.3346,2.2028,26.3215,0.942,11.8199,0.2644,0.7388,0.3947,0,3,Talking
85.0594,95.4062,15.1513,16.1066,37.5488,5.652,0.0394,0.3563,0.276,0,2,Looking Down
81.7155,71.6104,9.5028,28.6427,7.4139,-25.4072,0.2906,0.7667,0.2791,0,3,Talking
109.4409,58.3926,15.076,20.7896,-6.1663,-32.0962,0.031,0.5805,0.3174,0,1,Distracted
127.4612,75.6901,12.8711,44.5946,-5.5517,-25.2413,0.0672,0.7345,0.358,0,1,Distracted
91.1279,103.8105,19.0156,15.4043,6.8384,21.62,0.2652,0.4581,0.2879,0,3,Talking
77.574,105.9033,2,3.7548,0.0702,19.536,0.3155,0.6052,0.3257,0,3,Talking
82.2922,64.8439,27.523,14.5298,29.8796,3.7335,0.0736,0.151,0.3813,1,4,Using Phone
89.0582,93.5334,15.8465,16.9108,8.8923,-1.0027,0.0544,0.7465,0.3173,0,0,Attentive
92.3526,82.6778,11.337,11.6085,0.9915,5.9523,0.0448,0.5895,0.3715,0,0,Attentive
65.2859,83.2873,20.8863,32.9999,38.4827,1.4556,0.0588,0.3849,0.3427,1,4,Using Phone
118.0607,87.04,21.3024,31.9602,19.4963,3.1518,0.0159,0.3596,0.2979,0,2,Looking Down
82.6642,52.3455,23.2333,26.9556,30.3107,10.8524,0.069,0.2183,0.3387,1,4,Using Phone
75.4308,97.3513,9.3386,6.7821,37.7357,4.357,0.0535,0.4737,0.3108,0,2,Looking Down
91.2249,89.2281,14.9001,16.9967,29.6094,1.8836,0,0.3354,0.3143,0,2,Looking Down
83.5502,79.805,16.6065,17.098,1.3975,-11.1992,0.0802,0.5952,0.3816,0,0,Attentive
79.2174,84.7965,18.4874,22.5254,29.213,-1.3734,0,0.2336,0.3599,1,4,Using Phone
91.7251,79.779,7.7691,0.5523,2.2862,-14.5433,0.0025,0.7108,0.3814,0,0,Attentive
112.3766,104.6582,12.2378,9.1771,31.1902,-1.3701,0.0426,0.3987,0.4333,0,2,Looking Down
96.2216,99.0651,15.7192,23.1092,-3.689,15,0.0639,0.7104,0.3272,0,1,Distracted
61.566,68.8691,26.5172,33.2603,14.9141,7.8975,0.0513,0.2598,0.3037,1,4,Using Phone
89.4199,86.7913,16.8207,10.6261,2.4236,0.7338,0.0663,0.6539,0.3516,0,0,Attentive
101.3781,110.4256,20.1848,12.1765,25.1006,-15.8321,0.1008,0.469,0.2968,0,2,Looking Down
88.1364,93.1139,8.1373,29.9472,0.9807,15.5343,0.1992,0.5684,0.3208,0,3,Talking
92.3714,87.2961,16.4362,24.3778,18.3381,-15,0.0765,0.8136,0.3541,0,1,Distracted
92.0084,96.7814,6.9801,8.8523,-4.8369,-2.3548,0.0799,0.6127,0.3756,0,0,Attentive
68.2023,58.6048,36.9921,32.4308,12.0294,10.3037,0.0543,0.1993,0.3709,1,4,Using Phone
67.0942,68.0344,6.9657,12.2884,-11.485,-2.9984,0.0342,0.7611,0.3346,0,0,Attentive
91.8924,74.5576,9.8663,8.9863,-1.3472,15.4105,0.204,0.5679,0.3197,0,3,Talking
113.1049,66.7023,15.9684,15.9691,8.0612,-38.4992,0,0.6409,0.3262,0,1,Distracted
73.0191,64.1456,25.2902,28.6609,11.0379,9.9471,0.0857,0.3257,0.3348,1,4,Using Phone
82.5357,91.2373,16.5515,16.9784,1.627,-1.2553,0,0.5855,0.3886,0,0,Attentive
83.3105,62.6774,30.5063,18.3529,37.8662,3.5969,0.0235,0.253,0.3432,1,4,Using Phone
69.9871,51.7616,24.5569,20.4085,22.0743,15.8074,0.0948,0.2745,0.3111,1,4,Using Phone
107.5758,57.3574,21.9005,31.4551,8.8473,-22.5697,0.0389,0.7036,0.2689,0,1,Distracted
78.9291,77.7188,21.6822,23.5587,-3.1576,27.4763,0.1185,0.6449,0.3881,0,1,Distracted
111.7342,71.3786,15.4779,5.5041,22.3945,-20,0.0359,0.3086,0.3324,0,2,Looking Down
80.1681,85.6927,9.2216,15.8389,6.5265,2.0256,0.0376,0.611,0.3327,0,0,Attentive
91.1351,68.5156,28.1817,12.6442,-0.7678,58.3596,0.0185,0.4646,0.3767,0,1,Distracted
117.0874,116.9652,19.7666,21.1146,38.8873,-12.0064,0.0303,0.5068,0.369,0,2,Looking Down
89.8607,79.6047,32.5073,19.257,7.2268,18.8894,0.0261,0.5415,0.3161,0,1,Distracted
45.7361,76.5319,31.8693,29.3439,16.7351,8.0472,0.0276,0.1948,0.2916,1,4,Using Phone
85.553,102.7031,25.0349,17.6074,35.4344,-5.6811,0,0.3661,0.3325,0,2,Looking Down
90.4316,72.2235,27.697,12.0833,9.8627,-38.216,0.0887,0.8325,0.3136,0,1,Distracted
91.9556,77.0586,16.8159,10.6331,1.3382,26.1982,0.2745,0.5402,0.3077,0,3,Talking
76.8261,76.4983,21.846,33.9737,1.0403,-19.0291,0.106,0.6297,0.4034,0,1,Distracted
74.4103,54.1017,23.6051,19.1951,24.8598,12.673,0.0644,0.2372,0.3157,1,4,Using Phone
84.0035,83.6004,10.5529,15.9572,1.0561,22.0179,0.1227,0.6109,0.3553,0,3,Talking
68.4905,91.8696,17.4256,39.2003,22.2543,-4.6846,0.0446,0.2776,0.3254,1,4,Using Phone
119.2681,98.3,22.4186,31.0048,26.7672,16.2843,0.0998,0.3895,0.3069,0,2,Looking Down
90.4379,85.4696,8.1397,16.5241,8.6586,50.1787,0.0545,0.6591,0.3347,0,1,Distracted
75.232,74.9107,24.272,20.4939,14.5449,37.2582,0.0968,0.554,0.286,0,1,Distracted
